"Draw","Date","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3407","20/9/2018","0","0","3","142152","236","1243","436","367","10613","50","12807","25","185413","10","0","426456","293348","160012","530650","320175","1854130","209508","209508"
"3406","17/9/2018","0","0","5","59770","208","988","341","329","7414","50","8575","25","120372","10","0","298850","205504","112189","370700","214375","1203720","136915","136915"
"3405","13/9/2018","0","0","2","112676","56","2767","150","564","3778","50","4743","25","74272","10","0","225352","154952","84600","188900","118575","742720","83001","83001"
"3404","10/9/2018","1","1105314","4","58175","78","2052","285","307","5631","50","8521","25","104677","10","1105314","232700","160056","87495","281550","213025","1046770","119197","119197"
"3403","6/9/2018","1","2492871","2","144584","171","1163","247","440","8359","50","7418","25","133546","10","2492871","289168","198873","108680","417950","185450","1335460","149744","149744"
"3402","3/9/2018","0","0","2","117825","97","1671","284","312","5091","50","8544","25","93096","10","0","235650","162087","88608","254550","213600","930960","107114","107114"
"3401","30/8/2018","2","1287741","4","208325","103","2039","249","460","7101","50","7000","25","135197","10","2575482","833300","210017","114540","355050","175000","1351970","149656","149656"
"3400","27/8/2018","0","0","0","0","142","1147","279","319","7737","50","7095","25","121227","10","0","0","162874","89001","386850","177375","1212270","136480","136480"
"3399","23/8/2018","2","1249894","0","0","124","1614","318","344","6876","50","9092","25","117080","10","2499788","0","200136","109392","343800","227300","1170800","133492","133492"
"3398","20/8/2018","0","0","1","235181","82","1972","210","420","4415","50","7085","25","86581","10","0","235181","161704","88200","220750","177125","865810","98374","98374"
"3397","16/8/2018","1","1109639","3","77870","149","1078","240","366","5455","50","6218","25","86025","10","1109639","233610","160622","87840","272750","155450","860250","98091","98091"
"3396","13/8/2018","2","1356932","5","114268","284","799","418","296","9738","50","11101","25","151143","10","2713864","571340","226916","123728","486900","277525","1511430","172691","172691"
"3395","9/8/2018","0","0","0","0","111","1497","226","401","4522","50","6342","25","82543","10","0","0","166167","90626","226100","158550","825430","93744","93744"
"3394","6/8/2018","1","1172948","3","82313","113","1503","317","293","5749","50","7650","25","103328","10","1172948","246939","169839","92881","287450","191250","1033280","117161","117161"
"3393","2/8/2018","0","0","8","1266249","456","1423","838","423","19465","50","24335","25","348137","10","0","10129992","648888","354474","973250","608375","3481370","393239","393239"
"3392","30/7/2018","0","0","5","92566","217","1467","751","232","10924","50","18757","25","193644","10","0","462830","318339","174232","546200","468925","1936440","224298","224298"
"3391","26/7/2018","0","0","5","58900","113","1792","321","345","7144","50","7637","25","130197","10","0","294500","202496","110745","357200","190925","1301970","145417","145417"
"3390","23/7/2018","0","0","4","58290","71","2258","302","290","4510","50","8037","25","85137","10","0","233160","160318","87580","225500","200925","851370","98061","98061"
"3389","19/7/2018","2","2337719","2","217198","124","2409","387","421","8208","50","10819","25","153050","10","4675438","434396","298716","162927","410400","270475","1530500","172592","172592"
"3388","16/7/2018","0","0","1","319356","116","1893","281","427","6510","50","8784","25","122168","10","0","319356","219588","119987","325500","219600","1221680","137860","137860"
"3387","12/7/2018","0","0","3","76852","93","1705","217","399","4489","50","6982","25","82074","10","0","230556","158565","86583","224450","174550","820740","93858","93858"
"3386","9/7/2018","1","4817647","7","66954","217","1485","475","370","9909","50","13329","25","175071","10","4817647","468678","322245","175750","495450","333225","1750710","199009","199009"
"3385","5/7/2018","0","0","3","101596","179","1171","336","341","8141","50","9344","25","138442","10","0","304788","209609","114576","407050","233600","1384420","156445","156445"
"3384","2/7/2018","0","0","5","109305","64","2587","307","295","4568","50","7827","25","85585","10","0","546525","165568","90565","228400","195675","855850","98356","98356"
"3383","28/6/2018","1","2586729","0","0","153","1374","267","430","7850","50","7070","25","126343","10","2586729","0","210222","114810","392500","176750","1263430","141684","141684"
"3382","25/6/2018","0","0","2","119414","95","1729","373","241","4892","50","10175","25","88921","10","0","238828","164255","89893","244600","254375","889210","104458","104458"
"3381","21/6/2018","2","2378806","6","75891","203","1543","409","418","10643","50","11653","25","185964","10","4757612","455346","313229","170962","532150","291325","1859640","208880","208880"
"3380","18/6/2018","0","0","6","52571","140","1549","321","369","6781","50","9584","25","124752","10","0","315426","216860","118449","339050","239600","1247520","141584","141584"
"3379","14/6/2018","0","0","2","115417","67","2369","160","542","3696","50","5093","25","71570","10","0","230834","158723","86720","184800","127325","715700","80588","80588"
"3378","11/6/2018","0","0","12","858154","434","1487","800","440","18474","50","23031","25","321079","10","0","10297848","645358","352000","923700","575775","3210790","363830","363830"
"3377","7/6/2018","0","0","8","58340","164","1957","437","401","9047","50","11297","25","173420","10","0","466720","320948","175237","452350","282425","1734200","194373","194373"
"3376","4/6/2018","0","0","1","329012","104","2175","252","490","6824","50","8114","25","119293","10","0","329012","226200","123480","341200","202850","1192930","134588","134588"
"3375","31/5/2018","0","0","1","236394","80","2032","189","470","3835","50","5671","25","77598","10","0","236394","162560","88830","191750","141775","775980","87374","87374"
"3374","28/5/2018","1","4878135","7","70335","247","1371","631","293","13337","50","19122","25","231789","10","4878135","492345","338637","184883","666850","478050","2317890","265134","265134"
"3373","24/5/2018","0","0","1","304201","106","1973","259","441","6473","50","7929","25","115000","10","0","304201","209138","114219","323650","198225","1150000","129768","129768"
"3372","21/5/2018","0","0","2","115217","93","1704","186","465","4425","50","6316","25","88464","10","0","230434","158472","86490","221250","157900","884640","99486","99486"
"3371","17/5/2018","4","2304738","12","77101","437","1456","958","363","19750","50","27678","25","353015","10","9218952","925212","636272","347754","987500","691950","3530150","401854","401854"
"3370","14/5/2018","0","0","3","157222","150","2162","501","354","8890","50","13795","25","159300","10","0","471666","324300","177354","444500","344875","1593000","182639","182639"
"3369","10/5/2018","0","0","2","149834","76","2711","219","514","4700","50","6920","25","95007","10","0","299668","206036","112566","235000","173000","950070","106924","106924"
"3368","7/5/2018","0","0","3","81432","133","1263","224","409","7018","50","6280","25","119652","10","0","244296","167979","91616","350900","157000","1196520","133310","133310"
"3367","3/5/2018","2","1305224","2","152852","135","1557","396","290","6420","50","10318","25","109742","10","2610448","305704","210195","114840","321000","257950","1097420","127015","127015"
"3366","30/4/2018","0","0","5","48773","137","1224","239","383","5845","50","6976","25","98009","10","0","243865","167688","91537","292250","174400","980090","111211","111211"
"3365","26/4/2018","1","2626004","2","155298","127","1682","323","361","6890","50","8457","25","125406","10","2626004","310596","213614","116603","344500","211425","1254060","141206","141206"
"3364","23/4/2018","0","0","2","121124","63","2644","193","471","3771","50","5266","25","73127","10","0","242248","166572","90903","188550","131650","731270","82422","82422"
"3363","19/4/2018","1","1113634","9","26050","75","2150","221","398","4134","50","6027","25","76142","10","1113634","234450","161250","87958","206700","150675","761420","86609","86609"
"3362","16/4/2018","1","1131733","2","119130","155","1057","267","335","6288","50","7221","25","97271","10","1131733","238260","163835","89445","314400","180525","972710","111205","111205"
"3361","12/4/2018","5","1899609","5","194921","480","1396","948","386","21373","50","28959","25","389105","10","9498045","974605","670080","365928","1068650","723975","3891050","440875","440875"
"3360","9/4/2018","0","0","6","79634","121","2715","477","376","8406","50","12057","25","159736","10","0","477804","328515","179352","420300","301425","1597360","180803","180803"
"3359","5/4/2018","0","0","1","303815","109","1917","265","430","6922","50","8091","25","126279","10","0","303815","208953","113950","346100","202275","1262790","141667","141667"
"3358","2/4/2018","0","0","5","48674","383","437","219","417","4486","50","6341","25","85277","10","0","243370","167371","91323","224300","158525","852770","96711","96711"
"3357","29/3/2018","3","855036","1","297254","155","1319","381","293","7809","50","11595","25","130768","10","2565108","297254","204445","111633","390450","289875","1307680","150712","150712"
"3356","26/3/2018","0","0","1","242769","86","1941","252","362","5373","50","6657","25","92985","10","0","242769","166926","91224","268650","166425","929850","105354","105354"
"3355","22/3/2018","1","1116951","2","117574","88","1838","236","374","5549","50","6253","25","101986","10","1116951","235148","161744","88264","277450","156325","1019860","114115","114115"
"3354","19/3/2018","1","2826396","1","595031","147","1618","267","486","7067","50","8957","25","126570","10","2826396","595031","237846","129762","353350","223925","1265700","143010","143010"
"3353","15/3/2018","0","0","0","0","70","2448","169","553","5151","50","5274","25","96525","10","0","0","171360","93457","257550","131850","965250","107189","107189"
"3352","12/3/2018","1","5055761","10","50792","267","1308","761","251","13106","50","20192","25","223376","10","5055761","507920","349236","191011","655300","504800","2233760","257713","257713"
"3351","8/3/2018","0","0","1","311148","137","1562","318","367","7105","50","9568","25","128606","10","0","311148","213994","116706","355250","239200","1286060","145735","145735"
"3350","5/3/2018","0","0","4","61327","78","2163","284","324","4561","50","7054","25","90125","10","0","245308","168714","92016","228050","176350","901250","102106","102106"
"3349","2/3/2018","2","6013609","26","80545","770","1870","2201","357","39497","50","56256","25","731669","10","12027218","2094170","1439900","785757","1974850","1406400","7316690","830421","830421"
"3348","26/2/2018","2","819090","2","172440","141","1682","307","422","7759","50","8665","25","139933","10","1638180","344880","237162","129554","387950","216625","1399330","156809","156809"
"3347","22/2/2018","1","1428828","4","75202","151","1370","338","334","5605","50","8566","25","114253","10","1428828","300808","206870","112892","280250","214150","1142530","128918","128918"
"3346","19/2/2018","1","5460952","4","132875","154","2373","512","390","10559","50","14408","25","185354","10","5460952","531500","365442","199680","527950","360200","1853540","210992","210992"
"3345","15/2/2018","0","0","5","73436","119","2122","380","363","7057","50","10371","25","132664","10","0","367180","252518","137940","352850","259275","1326640","150596","150596"
"3344","12/2/2018","0","0","1","250999","113","1528","238","396","5200","50","7849","25","96508","10","0","250999","172664","94248","260000","196225","965080","109909","109909"
"3343","9/2/2018","2","3181107","7","150809","455","1596","1138","348","23660","50","32663","25","410512","10","6362214","1055663","726180","396024","1183000","816575","4105120","468437","468437"
"3342","5/2/2018","0","0","1","281651","82","2362","200","529","4658","50","6935","25","89874","10","0","281651","193684","105800","232900","173375","898740","101750","101750"
"3341","1/2/2018","2","588205","6","41278","90","1892","322","289","4730","50","9960","25","92257","10","1176410","247668","170280","93058","236500","249000","922570","107367","107367"
"3340","29/1/2018","2","613137","2","129082","94","1889","216","449","4534","50","6449","25","85242","10","1226274","258164","177566","96984","226700","161225","852420","96539","96539"
"3339","25/1/2018","1","2683719","1","314602","118","1833","300","394","5917","50","9117","25","111157","10","2683719","314602","216294","118200","295850","227925","1111570","126611","126611"
"3338","22/1/2018","0","0","3","83465","82","2100","255","369","5069","50","8143","25","90152","10","0","250395","172200","94095","253450","203575","901520","103704","103704"
"3337","18/1/2018","1","8614827","7","112719","418","1298","843","351","22101","50","21750","25","357704","10","8614827","789033","542564","295893","1105050","543750","3577040","402824","402824"
"3336","15/1/2018","0","0","5","92702","208","1533","533","327","11359","50","15124","25","200914","10","0","463510","318864","174291","567950","378100","2009140","228143","228143"
"3335","11/1/2018","0","0","2","150781","88","2356","236","480","4990","50","6882","25","95812","10","0","301562","207328","113280","249500","172050","958120","108010","108010"
"3334","8/1/2018","0","0","1","259547","106","1684","248","393","5782","50","6641","25","103586","10","0","259547","178504","97464","289100","166025","1035860","116364","116364"
"3333","5/1/2018","0","0","19","729761","642","1698","2053","290","34408","50","55156","25","627469","10","0","13865459","1090116","595370","1720400","1378900","6274690","719747","719747"
"3332","1/1/2018","0","0","4","115899","129","2471","397","438","8304","50","11976","25","164921","10","0","463596","318759","173886","415200","299400","1649210","185731","185731"
"3331","28/12/2017","0","0","6","48799","123","1637","301","365","7191","50","8904","25","132961","10","0","292794","201351","109865","359550","222600","1329610","149486","149486"
"3330","25/12/2017","0","0","2","121704","177","946","245","373","8479","50","6250","25","126435","10","0","243408","167442","91385","423950","156250","1264350","141588","141588"
"3329","21/12/2017","1","1084370","1","228289","78","2013","173","495","3862","50","5476","25","75040","10","1084370","228289","157014","85635","193100","136900","750400","84631","84631"
"3328","18/12/2017","2","572571","1","241083","100","1658","237","382","6800","50","6384","25","115473","10","1145142","241083","165800","90534","340000","159600","1154730","128997","128997"
"3327","14/12/2017","1","4390479","3","132600","139","1968","358","417","7629","50","11170","25","151797","10","4390479","397800","273552","149286","381450","279250","1517970","171097","171097"
"3326","11/12/2017","0","0","1","305318","116","1810","269","426","5795","50","8037","25","106936","10","0","305318","209960","114594","289750","200925","1069360","121154","121154"
"3325","7/12/2017","0","0","1","221197","76","2001","144","577","4814","50","5067","25","88549","10","0","221197","152076","83088","240700","126675","885490","98651","98651"
"3324","4/12/2017","1","7979860","13","57092","305","1673","770","362","15631","50","21382","25","292902","10","7979860","742196","510265","278740","781550","534550","2929020","331004","331004"
"3323","30/11/2017","0","0","6","67613","157","1777","361","422","7798","50","10161","25","145032","10","0","405678","278989","152342","389900","254025","1450320","163515","163515"
"3322","27/11/2017","0","0","2","152757","119","1766","327","351","6506","50","8966","25","122930","10","0","305514","210154","114777","325300","224150","1229300","138850","138850"
"3321","23/11/2017","0","0","3","75533","71","2195","383","222","4072","50","7280","25","72678","10","0","226599","155845","85026","203600","182000","726780","84487","84487"
"3320","20/11/2017","1","1145119","3","80360","144","1151","461","197","8025","50","10677","25","125590","10","1145119","241080","165744","90817","401250","266925","1255900","144901","144901"
"3319","16/11/2017","1","4699342","4","186186","167","1734","456","347","10281","50","12548","25","176876","10","4699342","744744","289578","158232","514050","313700","1768760","200333","200333"
"3318","13/11/2017","0","0","0","0","116","1918","242","502","5836","50","7724","25","109912","10","0","0","222488","121484","291800","193100","1099120","123830","123830"
"3317","9/11/2017","0","0","1","244593","97","1734","195","471","4494","50","5707","25","79810","10","0","244593","168198","91845","224700","142675","798100","90304","90304"
"3316","6/11/2017","0","0","8","1105236","488","1037","769","359","22074","50","19063","25","363439","10","0","8841888","506056","276071","1103700","476575","3634390","405841","405841"
"3315","2/11/2017","0","0","4","105311","158","1833","365","433","8469","50","10731","25","159668","10","0","421244","289614","158045","423450","268275","1596680","179395","179395"
"3314","30/10/2017","0","0","1","323157","101","2200","315","385","5920","50","8795","25","114336","10","0","323157","222200","121275","296000","219875","1143360","129468","129468"
"3313","26/10/2017","0","0","2","113287","92","1694","283","301","4884","50","8261","25","85691","10","0","226574","155848","85183","244200","206525","856910","99213","99213"
"3312","23/10/2017","2","4033779","11","66609","299","1685","702","392","15654","50","20311","25","290114","10","8067558","732699","503815","275184","782700","507775","2901140","327093","327093"
"3311","19/10/2017","0","0","1","416797","193","1485","574","273","10839","50","14944","25","181456","10","0","416797","286605","156702","541950","373600","1814560","208007","208007"
"3310","16/10/2017","0","0","1","319162","140","1568","322","372","5938","50","10551","25","118814","10","0","319162","219520","119784","296900","263775","1188140","135766","135766"
"3309","12/10/2017","0","0","2","114894","99","1596","253","341","4901","50","6757","25","90667","10","0","229788","158004","86273","245050","168925","906670","102679","102679"
"3308","9/10/2017","1","8380725","12","65088","223","2408","779","376","14319","50","19984","25","273524","10","8380725","781056","536984","292904","715950","499600","2735240","308842","308842"
"3307","5/10/2017","0","0","6","73148","173","1745","523","315","8929","50","13094","25","169225","10","0","438888","301885","164745","446450","327350","1692250","191950","191950"
"3306","2/10/2017","0","0","7","45428","177","1236","535","223","8495","50","13010","25","151251","10","0","317996","218772","119305","424750","325250","1512510","173475","173475"
"3305","28/9/2017","0","0","5","45286","93","1674","433","197","5561","50","10428","25","98704","10","0","226430","155682","85301","278050","260700","987040","115224","115224"
"3304","25/9/2017","2","1282131","5","107969","115","1912","357","336","5883","50","10314","25","108965","10","2564262","539845","219880","119952","294150","257850","1089650","125641","125641"
"3303","21/9/2017","0","0","0","0","80","1893","218","379","4653","50","6804","25","90219","10","0","0","151440","82622","232650","170100","902190","101974","101974"
"3302","18/9/2017","1","8030687","4","185751","338","1512","754","370","14744","50","19547","25","269684","10","8030687","743004","511056","278980","737200","488675","2696840","305072","305072"
"3301","14/9/2017","0","0","3","139682","143","2015","373","422","8036","50","11379","25","146644","10","0","419046","288145","157406","401800","284475","1466440","166578","166578"
"3300","11/9/2017","0","0","2","150702","116","1787","305","371","6146","50","8479","25","115649","10","0","301404","207292","113155","307300","211975","1156490","130697","130697"
"3299","7/9/2017","0","0","2","113611","85","1838","174","490","3956","50","5850","25","81339","10","0","227222","156230","85260","197800","146250","813390","91406","91406"
"3298","4/9/2017","2","2311781","1","451212","205","1514","361","469","8989","50","12255","25","169109","10","4623562","451212","310370","169309","449450","306375","1691090","190922","190922"
"3297","31/8/2017","0","0","1","522170","68","2926","240","453","4554","50","6528","25","90630","10","0","522170","198968","108720","227700","163200","906300","102021","102021"
"3296","28/8/2017","0","0","0","0","64","2501","227","385","3516","50","6804","25","69429","10","0","0","160064","87395","175800","170100","694290","80040","80040"
"3295","24/8/2017","1","1020676","1","214880","46","3212","207","390","3996","50","5436","25","77580","10","1020676","214880","147752","80730","199800","135900","775800","87267","87267"
"3294","21/8/2017","1","7922612","8","95597","337","1561","801","359","18226","50","21603","25","327776","10","7922612","764776","526057","287559","911300","540075","3277760","368752","368752"
"3293","17/8/2017","0","0","4","100087","112","2458","362","415","7077","50","10254","25","137708","10","0","400348","275296","150230","353850","256350","1377080","155517","155517"
"3292","14/8/2017","0","0","3","95297","124","1586","383","280","6666","50","11580","25","118231","10","0","285891","196664","107240","333300","289500","1182310","136987","136987"
"3291","10/8/2017","0","0","1","216908","61","2445","176","463","3569","50","4247","25","66742","10","0","216908","149145","81488","178450","106175","667420","74796","74796"
"3290","7/8/2017","2","555258","3","77931","76","2115","235","374","4080","50","5672","25","75485","10","1110516","233793","160740","87890","204000","141800","754850","85553","85553"
"3289","3/8/2017","1","1074800","1","226274","88","1768","197","431","4247","50","5308","25","78674","10","1074800","226274","155584","84907","212350","132700","786740","88516","88516"
"3288","31/7/2017","1","2469476","2","152360","105","1996","260","440","6262","50","6545","25","116697","10","2469476","304720","209580","114400","313100","163625","1166970","129872","129872"
"3287","27/7/2017","0","0","2","107585","89","1663","214","378","4007","50","5224","25","70771","10","0","215170","148007","80892","200350","130600","707710","80307","80307"
"3286","24/7/2017","1","4418860","5","85583","208","1415","526","306","8951","50","13705","25","153630","10","4418860","427915","294320","160956","447550","342625","1536300","177026","177026"
"3285","20/7/2017","0","0","4","68632","87","2170","305","338","5196","50","7749","25","97663","10","0","274528","188790","103090","259800","193725","976630","111004","111004"
"3284","17/7/2017","0","0","3","75950","90","1741","262","327","5986","50","5819","25","103939","10","0","227850","156690","85674","299300","145475","1039390","116099","116099"
"3283","13/7/2017","1","1059604","1","223075","54","2841","143","585","3279","50","5057","25","63660","10","1059604","223075","153414","83655","163950","126425","636600","72195","72195"
"3282","10/7/2017","1","2546945","2","268100","113","1884","284","409","5520","50","7324","25","102824","10","2546945","536200","212892","116156","276000","183100","1028240","116068","116068"
"3281","6/7/2017","0","0","0","0","83","1878","203","419","5103","50","5269","25","91926","10","0","0","155874","85057","255150","131725","919260","102584","102584"
"3280","3/7/2017","2","559576","2","117806","158","1026","244","363","7999","50","6676","25","133621","10","1119152","235612","162108","88572","399950","166900","1336210","148702","148702"
"3279","29/6/2017","2","2195158","3","138961","212","1352","333","470","10267","50","10482","25","185991","10","4390316","416883","286624","156510","513350","262050","1859910","207290","207290"
"3278","26/6/2017","0","0","1","292980","110","1832","297","370","6329","50","8753","25","109179","10","0","292980","201520","109890","316450","218825","1091790","124669","124669"
"3277","22/6/2017","0","0","3","71472","65","2268","197","409","4381","50","7020","25","86167","10","0","214416","147420","80573","219050","175500","861670","97833","97833"
"3276","19/6/2017","1","4278784","4","102140","170","1653","351","437","7444","50","10061","25","135526","10","4278784","408560","281010","153387","372200","251525","1355260","153557","153557"
"3275","15/6/2017","0","0","2","133357","71","2583","212","472","4022","50","6178","25","80171","10","0","266714","183393","100064","201100","154450","801710","90656","90656"
"3274","12/6/2017","0","0","3","75175","118","1314","326","260","6237","50","8389","25","104138","10","0","225525","155052","84760","311850","209725","1041380","119211","119211"
"3273","8/6/2017","1","1046310","4","55069","91","1665","261","317","5021","50","7522","25","91133","10","1046310","220276","151515","82737","251050","188050","911330","104033","104033"
"3272","5/6/2017","1","2436206","3","97501","117","1719","255","431","5167","50","7401","25","98461","10","2436206","292503","201123","109905","258350","185025","984610","111405","111405"
"3271","1/6/2017","0","0","1","220385","79","1918","234","354","4029","50","6875","25","80879","10","0","220385","151522","82836","201450","171875","808790","92097","92097"
"3270","29/5/2017","1","2492273","3","252025","95","2176","275","410","5369","50","7569","25","103042","10","2492273","756075","206720","112750","268450","189225","1030420","116354","116354"
"3269","25/5/2017","0","0","0","0","87","1771","181","465","4350","50","7242","25","85690","10","0","0","154077","84165","217500","181050","856900","97550","97550"
"3268","22/5/2017","1","1099071","0","0","164","970","158","550","3848","50","4641","25","73077","10","1099071","0","159080","86900","192400","116025","730770","81889","81889"
"3267","18/5/2017","2","529816","3","74361","63","2435","151","554","3744","50","4590","25","67663","10","1059632","223083","153405","83654","187200","114750","676630","76216","76216"
"3266","15/5/2017","2","2233143","9","46505","203","1418","649","242","9442","50","18179","25","168566","10","4466286","418545","287854","157058","472100","454475","1685660","197050","197050"
"3265","11/5/2017","0","0","3","94188","283","687","414","256","10929","50","10969","25","156130","10","0","282564","194421","105984","546450","274225","1561300","178728","178728"
"3264","8/5/2017","0","0","1","631272","63","2610","198","453","4571","50","6764","25","89219","10","0","631272","164430","89694","228550","169100","892190","100816","100816"
"3263","4/5/2017","1","4338512","0","0","164","1644","348","423","8360","50","9792","25","143950","10","4338512","0","269616","147204","418000","244800","1439500","162615","162615"
"3262","1/5/2017","0","0","2","148469","117","1745","365","306","5795","50","7888","25","111683","10","0","296938","204165","111690","289750","197200","1116830","125850","125850"
"3261","27/4/2017","0","0","1","224332","66","2337","152","554","4292","50","5234","25","84699","10","0","224332","154242","84208","214600","130850","846990","94444","94444"
"3260","24/4/2017","1","1106963","3","77682","85","1885","235","372","4795","50","6392","25","92774","10","1106963","233046","160225","87420","239750","159800","927740","104285","104285"
"3259","20/4/2017","1","1075999","4","56632","83","1877","255","334","4584","50","7238","25","86240","10","1075999","226528","155791","85170","229200","180950","862400","98405","98405"
"3258","17/4/2017","2","562158","4","59175","105","1550","283","314","4949","50","7780","25","92821","10","1124316","236700","162750","88862","247450","194500","928210","105944","105944"
"3257","13/4/2017","1","2582205","4","73578","159","1273","318","348","6701","50","8609","25","125560","10","2582205","294312","202407","110664","335050","215225","1255600","141352","141352"
"3256","10/4/2017","0","0","2","124656","139","1234","194","482","6193","50","5432","25","106984","10","0","249312","171526","93508","309650","135800","1069840","118944","118944"
"3255","6/4/2017","1","4726002","3","142907","158","1866","340","473","8454","50","11723","25","165655","10","4726002","428721","294828","160820","422700","293075","1656550","186334","186334"
"3254","3/4/2017","0","0","6","54343","119","1884","244","502","5263","50","7750","25","103444","10","0","326058","224196","122488","263150","193750","1034440","116826","116826"
"3253","30/3/2017","0","0","2","120087","54","3058","175","515","3527","50","5504","25","71263","10","0","240174","165132","90125","176350","137600","712630","80525","80525"
"3252","27/3/2017","0","0","4","2138384","224","2110","580","445","12946","50","17108","25","237924","10","0","8553536","472640","258100","647300","427700","2379240","268786","268786"
"3251","23/3/2017","0","0","3","137389","192","1476","457","339","10222","50","12469","25","174863","10","0","412167","283392","154923","511100","311725","1748630","198206","198206"
"3250","20/3/2017","0","0","4","78380","74","2913","240","490","5409","50","7983","25","105543","10","0","313520","215562","117600","270450","199575","1055430","119253","119253"
"3249","16/3/2017","0","0","2","121471","150","1114","471","194","8114","50","10610","25","124235","10","0","242942","167100","91374","405700","265250","1242350","143582","143582"
"3248","13/3/2017","1","4879381","2","227669","156","2007","397","431","8067","50","11608","25","154892","10","4879381","455338","313092","171107","403350","290200","1548920","175123","175123"
"3247","9/3/2017","0","0","9","34623","254","844","703","167","11185","50","13010","25","162823","10","0","311607","214376","117401","559250","325250","1628230","187984","187984"
"3246","6/3/2017","0","0","1","260299","78","2295","251","389","4397","50","6914","25","80396","10","0","260299","179010","97639","219850","172850","803960","92037","92037"
"3245","2/3/2017","1","1241306","2","130664","139","1293","229","428","5137","50","6504","25","93943","10","1241306","261328","179727","98012","256850","162600","939430","105955","105955"
"3244","27/2/2017","1","1289621","3","90500","131","1425","260","392","5915","50","6781","25","101943","10","1289621","271500","186675","101920","295750","169525","1019430","115034","115034"
"3243","23/2/2017","2","4260162","8","89302","326","1507","1082","248","18190","50","25391","25","325705","10","8520324","714416","491282","268336","909500","634775","3257050","370704","370704"
"3242","20/2/2017","0","0","2","238074","184","1780","584","306","11097","50","18530","25","198395","10","0","476148","327520","178704","554850","463250","1983950","228792","228792"
"3241","16/2/2017","0","0","2","167482","107","2153","295","426","6233","50","8342","25","117875","10","0","334964","230371","125670","311650","208550","1178750","132854","132854"
"3240","13/2/2017","0","0","5","53647","128","1441","403","250","6865","50","12078","25","118501","10","0","268235","184448","100750","343250","301950","1185010","137980","137980"
"3239","10/2/2017","4","3000413","26","89083","1052","1514","2516","346","53715","50","70461","25","938603","10","12001652","2316158","1592728","870536","2685750","1761525","9386030","1066377","1066377"
"3238","6/2/2017","4","2625703","12","81688","458","1472","958","384","22827","50","25627","25","405957","10","10502812","980256","674176","367872","1141350","640675","4059570","455843","455843"
"3237","2/2/2017","0","0","8","70619","182","2135","565","375","10666","50","14967","25","202080","10","0","564952","388570","211875","533300","374175","2020800","228468","228468"
"3236","30/1/2017","0","0","5","77952","150","1787","336","435","7551","50","11589","25","136121","10","0","389760","268050","146160","377550","289725","1361210","155752","155752"
"3235","26/1/2017","0","0","1","276164","128","1484","465","223","7176","50","13879","25","125569","10","0","276164","189952","103695","358800","346975","1255690","147218","147218"
"3234","23/1/2017","1","4942864","6","78776","241","1349","408","435","10367","50","11695","25","186504","10","4942864","472656","325109","177480","518350","292375","1865040","209222","209222"
"3233","19/1/2017","0","0","3","104625","145","1489","315","374","7119","50","8624","25","127692","10","0","313875","215905","117810","355950","215600","1276920","143898","143898"
"3232","16/1/2017","0","0","2","127039","136","1285","254","376","6501","50","7548","25","101037","10","0","254078","174760","95504","325050","188700","1010370","115478","115478"
"3231","12/1/2017","2","4081565","14","50442","306","1587","733","362","16203","50","18178","25","297875","10","8163130","706188","485622","265346","810150","454450","2978750","333311","333311"
"3230","9/1/2017","0","0","2","227550","114","2745","401","426","7641","50","11635","25","152568","10","0","455100","312930","170826","382050","290875","1525680","172361","172361"
"3229","5/1/2017","0","0","4","76144","87","2407","257","445","6242","50","6946","25","115576","10","0","304576","209409","114365","312100","173650","1155760","129112","129112"
"3228","2/1/2017","0","0","2","126352","88","1975","200","474","4756","50","6083","25","89075","10","0","252704","173800","94800","237800","152075","890750","100204","100204"
"3227","29/12/2016","1","1121765","1","236161","86","1888","160","554","3832","50","5067","25","73474","10","1121765","236161","162368","88640","191600","126675","734740","82621","82621"
"3226","26/12/2016","3","368554","4","58193","118","1357","317","276","7303","50","8507","25","115490","10","1105662","232772","160126","87492","365150","212675","1154900","131742","131742"
"3225","22/12/2016","1","7630364","5","131039","217","2076","506","486","11974","50","14974","25","222339","10","7630364","655195","450492","245916","598700","374350","2223390","250016","250016"
"3224","19/12/2016","0","0","2","358021","201","1492","363","451","9823","50","10404","25","177472","10","0","716042","299892","163713","491150","260100","1774720","198265","198265"
"3223","15/12/2016","0","0","0","0","87","2214","174","604","4518","50","6429","25","86537","10","0","0","192618","105096","225900","160725","865370","97745","97745"
"3222","12/12/2016","0","0","2","117580","65","2488","181","488","3449","50","5010","25","69516","10","0","235160","161720","88328","172450","125250","695160","78223","78223"
"3221","8/12/2016","1","1040938","3","73049","82","1838","257","320","5779","50","7026","25","102349","10","1040938","219147","150716","82240","288950","175650","1023490","115497","115497"
"3220","5/12/2016","1","7433542","7","96676","490","950","822","309","21511","50","22079","25","346245","10","7433542","676732","465500","253998","1075550","551975","3462450","391155","391155"
